brand,model,year,mileage,engine_size,price
BMW,R 1150 RT,2002,29900.0,1150.0,1750.0
BMW,K 1600 GT,2014,12046.0,1600.0,11000.0
BMW,S 1000 RR Black Storm Metallic / Racing Red,2016,11000.0,1000.0,14995.0
BMW,K 1600 GTL,2018,876.0,1600.0,19999.0
BMW,R 1200 RT,2016,58698.0,1200.0,6999.0
BMW,S 1000 RR,2018,12958.0,1000.0,14999.0
BMW,R 1200 RT,2014,10741.0,1200.0,13000.0
BMW,G 310 GS,2022,3.0,310.0,5945.0
BMW,R1250GS ADVENTURE 1250 GS ADVENTURE,2022,7.0,1250.0,24515.0
BMW,F900R 900 R,2022,4.0,900.0,12590.0
BMW,R 1250 RT,2023,302.0,1250.0,25000.0
BMW,R1250GS 1250 GS,2023,7.0,1250.0,23025.0
BMW,K 1200 RS,2002,37800.0,1200.0,4600.0
BMW,R1150RT,2003,55193.0,1150.0,3999.0
BMW,K 1200 LT,2005,45000.0,1200.0,5000.0
BMW,R1200RT,2007,83750.0,1200.0,3595.0
BMW,K 1200 S,2007,4800.0,1200.0,6500.0
BMW,R1200RT,2017,63643.0,1200.0,11500.0
BMW,F 900 R,2021,4200.0,900.0,10500.0
BMW,R 1250,2021,282.0,1250.0,35000.0
BMW,R1250GS ADVENTURE 1250 GS ADVENTURE,2022,7.0,1250.0,24370.0
BMW,R 1100 S,2000,32000.0,1100.0,5000.0
BMW,K 1600 GTL,2018,40000.0,1600.0,19500.0
BMW,S 1000 XR,2019,10698.0,1000.0,12500.0
BMW,K 1600 GRAND AMERICA,2019,10500.0,1600.0,19750.0
BMW,F 850 GS Adventure 40 Years GS,2021,38.0,850.0,18999.0
BMW,S 1000 RR Passion,2023,0.0,1000.0,21700.0
BMW,F 900 R Sport,2023,6.0,900.0,12501.0
BMW,R 18 B Gravity Blue Metallic,2023,1.0,18.0,22999.0
BMW,R 1250 GS GS Trophy,2023,0.0,1250.0,24340.0
BMW,F 900 XR Sport,2023,13.0,900.0,15710.0
BMW,R 1250 GS Adventure Rally,2023,15.0,1250.0,26225.0
BMW,R nineT Pure Mineral Gray Metallic,2023,6.0,973.6035958904109,12435.0
BMW,F 850 GS Triple Black 850 GS ADVENTURE,2023,14.0,850.0,16130.0
BMW,R 1250 GS Triple Black Factory Low Suspension,2023,0.0,1250.0,23790.0
BMW,F 750 GS Triple Black,2023,13.0,750.0,13135.0
BMW,R nineT Pure Mineral Gray Metallic,2023,14.0,973.6035958904109,12435.0
BMW,R 1250 GS Rallye,2023,3.0,1250.0,23025.0
BMW,R 1250 GS Triple Black,2023,14.0,1250.0,24005.0
BMW,R 1250 GS Rallye,2023,14.0,1250.0,24170.0
BMW,R1250GSA 1250 GS ADVENTURE,2023,3.0,1250.0,25145.0
BMW,R 18 Transcontinental,2023,3.0,18.0,27460.0
BMW,R 1250 RT,2023,10.0,1250.0,26510.0
BMW,R1250GS ADVENTURE 1250 GS ADVENTURE,2023,14.0,1250.0,25410.0
BMW,R 1250 GS Rallye,2023,6.0,1250.0,23150.0
BMW,F 850 GS Adventure 40 Years GS,2021,38.0,850.0,18999.0
BMW,F 900 XR,2021,2900.0,900.0,11500.0
BMW,S,2021,15626.0,973.6035958904109,14599.0
BMW,R 1250 GS ADVENTURE,2022,0.0,1250.0,24865.0
BMW,R 1250 RS Imperial Blue Metallic,2022,6.0,1250.0,17740.0
BMW,R 18 Transcontinental,2022,5.0,18.0,30240.0
BMW,K 1600 GTL Black Storm Metallic,2022,115.0,1600.0,27500.0
BMW,S 1000 XR,2016,6000.0,1000.0,11990.0
BMW,R1800TC BASE,2022,2.0,1800.0,23999.0
BMW,R 1250 GS Adventure Triple Black,2022,6.0,1250.0,24315.0
BMW,G 310 R,2022,0.0,310.0,5740.0
BMW,G 310 R,2022,0.0,310.0,5740.0
BMW,R 1250 GS Adventure,2022,0.0,1250.0,24515.0
BMW,R1250GS ADVENTURE 1250 GS ADVENTURE,2022,14.0,1250.0,24515.0
BMW,R 1250 GS Adventure Triple Black,2022,5.0,1250.0,22315.0
BMW,R 1250 GS GS Trophy,2023,0.0,1250.0,27083.0
BMW,R 1250 GS Rally,2022,6.0,1250.0,22030.0
BMW,R 1200 RT,2009,38623.0,1200.0,6950.0
BMW,R1250GS ADVENTURE 1250 GS ADVENTURE,2022,4.0,1250.0,24370.0
BMW,R1250GS ADVENTURE 1250 GS ADVENTURE,2022,4.0,1250.0,24515.0
BMW,K 1600 GT,2014,29972.0,1600.0,12466.0
BMW,K 1600 GTL Premium,2019,13817.0,1600.0,22950.0
BMW,K 1600 GTL Black Premium,2021,2826.0,1600.0,25960.0
BMW,K 1600 GT,2012,29640.0,1600.0,10950.0
BMW,R 1200 GS Adventure Premium,2018,41354.0,1200.0,15491.0
BMW,K 1600 GT,2014,27806.0,1600.0,12960.0
BMW,R 1200 GS Adventure Premium,2016,23732.0,1200.0,15960.0
BMW,K 1600 GTL Premium,2013,38982.0,1600.0,11950.0
BMW,R 1200 GS Premium,2018,25266.0,1200.0,16950.0
BMW,F 850 GS Adventure Premium,2019,12404.0,850.0,13960.0
BMW,K100 RT,1985,39077.0,100.0,2490.0
BMW,K 1600 GT Premium,2016,18094.0,1600.0,13499.0
BMW,R 1200 GS Adventure Premium,2016,16820.0,1200.0,16650.0
BMW,K 1600 GT Premium,2016,10251.0,1600.0,15960.0
BMW,R NINET URBAN G/S,2022,2369.0,973.6035958904109,13995.0
BMW,F 700 GS,2013,5807.0,700.0,7950.0
BMW,R 1200 GS,2011,35879.0,1200.0,8999.0
BMW,K 1200 LT,2002,29130.0,1200.0,4899.0
BMW,K 1600 B Premium,2019,9044.0,1600.0,18950.0
BMW,R 18 First Edition,2021,673.0,18.0,13777.0
BMW,R 18 First Edition,2021,892.0,18.0,13777.0
BMW,K 1600 B Premium,2018,9003.0,1600.0,17966.0
BMW,R 1250 GS Adventure Rally,2022,5571.0,1250.0,23860.0
BMW,K 1600 GT Premium,2013,41279.0,1600.0,10997.0
BMW,R nineT Scrambler,2019,3536.0,973.6035958904109,11950.0
BMW,S 1000 XR Premium Racing Red,2016,15620.0,1000.0,11499.0
BMW,K,1987,57000.0,973.6035958904109,3500.0
BMW,S 1000 XR Premium Racing Red,2016,15620.0,1000.0,11499.0
BMW,R 1200 GS Rally Premium,2017,13793.0,1200.0,17950.0
BMW,K 16GL 1600 GTL,2018,57783.0,16.0,15523.0
BMW,F 800 GS Adventure Premium Alpine White,2016,15312.0,800.0,12266.0
BMW,K 1600 B Black Storm Metallic Premium,2018,25379.0,1600.0,16990.0
BMW,R 1200 GS Adventure Premium,2015,32556.0,1200.0,13950.0
BMW,R 1200 GS Adventure Premium,2016,14839.0,1200.0,16650.0
BMW,R 1200 GS Adventure Premium,2018,1302.0,1200.0,18950.0
BMW,S 1000 XR Premium Racing Red,2016,15620.0,1000.0,11499.0
BMW,F 850 GS 850 GS ADVENTURE,2023,541.0,850.0,14995.0
BMW,R 1200 RT,2006,18008.0,1200.0,6900.0
BMW,G310GS 310 GS,2022,0.0,310.0,6440.0
BMW,R18 TC BASE,2023,0.0,18.0,29290.0
BMW,R1250GS ADVENTURE LOW 1250 GS ADVENTURE,2023,0.0,1250.0,25175.0
BMW,R 1250 GS Adventure,2023,4.0,1250.0,25915.0
BMW,R1250GS LOW 1250 GS,2023,4.0,1250.0,23790.0
BMW,R 1250 GS Adventure,2023,3.0,1250.0,26005.0
BMW,R1250GS ADVENTURE 1250 GS ADVENTURE,2023,8.0,1250.0,24750.0
BMW,CE 04,2023,2.0,4.0,13470.0
BMW,R nineT Pure,2023,2.0,973.6035958904109,13030.0
BMW,Pure,2023,2.0,973.6035958904109,11940.0
BMW,R 1250 GS Adventure,2023,2.0,1250.0,28175.0
BMW,R1250 RS,2023,1.0,1250.0,19765.0
BMW,G 310 R,2023,0.0,310.0,5785.0
BMW,F 750,2019,3624.0,750.0,10500.0
BMW,S 1000 RR,2020,8100.0,1000.0,17500.0
BMW,R1250GS ADVENTURE 1250 GS ADVENTURE,2022,4.0,1250.0,24315.0
BMW,R1250GS 1250 GS,2023,0.0,1250.0,22860.0
BMW,R nineT Pure,2023,0.0,973.6035958904109,13030.0
BMW,R1250 GS,2023,0.0,1250.0,23280.0
BMW,R 1250 GS Adventure,2023,2.0,1250.0,26005.0
BMW,F 900 R,2022,3.0,900.0,12700.0
BMW,R 1250 GS Adventure,2022,33.0,1250.0,22415.0
BMW,R1250 R,2022,0.0,1250.0,18165.0
BMW,F 850 GS 850 GS ADVENTURE,2022,17.0,850.0,16689.0
BMW,M 1000 RR,2022,357.0,1000.0,37000.0
BMW,R18 B,2022,0.0,18.0,26240.0
BMW,F900 XR,2022,0.0,900.0,14990.0
BMW,S 1000 XR,2018,14000.0,1000.0,13500.0
BMW,S1000 XR,2022,0.0,1000.0,21890.0
BMW,R 1250 GS Adventure,2023,4.0,1250.0,26690.0
BMW,G 310 R,2023,0.0,310.0,5785.0
BMW,R 1250 RT,2023,4.0,1250.0,27065.0
BMW,S1000RR,2023,0.0,1000.0,23700.0
BMW,R 1250 GS Adventure GS Trophy,2023,4.0,1250.0,26255.0
BMW,R 1250 GS Adventure GS Trophy,2023,4.0,1250.0,25580.0
BMW,F 850 GS 850 GS ADVENTURE,2023,4.0,850.0,16130.0
BMW,K 1600 B,2022,4.0,1600.0,28590.0
BMW,R 18 CLASSIC,2023,0.0,18.0,20020.0
BMW,R 18 B,2022,0.0,18.0,27265.0
BMW,R 18 CLASSIC,2022,0.0,18.0,23085.0
BMW,S 1000 XR Ice Grey,2020,9606.0,1000.0,15900.0
BMW,K 1600 B,2021,1619.0,1600.0,22880.0
BMW,R 18 Classic First Edition,2021,2506.0,18.0,13995.0
BMW,K 1600 B,2021,9745.0,1600.0,20995.0
BMW,K 1600 GTL,2022,0.0,1600.0,29640.0
BMW,R nineT 719 Night Black Matte/Aluminum Matte BASE,2022,862.0,719.0,17890.0
BMW,R 18 B First Edition,2022,1169.0,18.0,20878.0
BMW,R nineT 719 Night Black Matte/Aluminum Matte BASE,2022,0.0,719.0,16995.0
BMW,R 1250 R Black Storm Metallic,2022,0.0,1250.0,18165.0
BMW,M 1000 RR M RR with M Competition Package,2022,0.0,1000.0,34995.0
BMW,R nineT Scrambler Granite Gray Metallic,2022,0.0,973.6035958904109,15140.0
BMW,R NINET SCRAMBLER,2022,15.0,973.6035958904109,14990.0
BMW,R 18,2022,0.0,18.0,20190.0
BMW,R 18 CLASSIC,2022,0.0,18.0,20190.0
BMW,R 18,2022,0.0,18.0,18730.0
BMW,R NINET SCRAMBLER,2019,4376.0,973.6035958904109,12500.0
BMW,R 18 CLASSIC,2022,0.0,18.0,23515.0
BMW,K 1600 B Imperial Blue Metallic Premium Safety,2019,16466.0,1600.0,18495.0
BMW,F 750 GS,2019,16477.0,750.0,11495.0
BMW,R1250GS 1250 GS,2023,2.0,1250.0,23025.0
BMW,F 900 R,2023,0.0,900.0,12501.0
BMW,F 750 GS,2023,0.0,750.0,13350.0
BMW,F 900 R,2023,0.0,900.0,12501.0
BMW,C 400 GT,2023,0.0,400.0,9535.0
BMW,F 900 R,2023,0.0,900.0,12501.0
BMW,R 1250 GS Adventure Rally,2023,0.0,1250.0,25145.0
BMW,R 18 Transcontinental,2023,5.0,18.0,27460.0
BMW,R1200RT,2006,4560.0,1200.0,7995.0
BMW,K 1600 GTL Exclusive,2014,17604.0,1600.0,8493.0
BMW,S 1000 XR,2016,16111.0,1000.0,9995.0
BMW,R 1200 RT,2016,18634.0,1200.0,13990.0
BMW,R NineT Scrambler,2017,6789.0,973.6035958904109,10499.0
BMW,S 1000 XR White/Racing Blue/Red Premium,2018,14524.0,1000.0,15900.0
BMW,F 750 GS,2019,49005.0,750.0,8600.0
BMW,R nineT Pure,2019,7090.0,973.6035958904109,9999.0
BMW,S 1000 XR,2023,5.0,1000.0,20915.0
BMW,R NINET PURE,2023,1.0,973.6035958904109,12190.0
BMW,R 1250 GS,2023,0.0,1250.0,23290.0
BMW,F 900 R,2023,0.0,900.0,12260.0
BMW,F 750 GS,2023,0.0,750.0,13595.0
BMW,F 900 R,2023,0.0,900.0,12150.0
BMW,F 900 R,2023,0.0,900.0,12150.0
BMW,F 750 GS,2023,0.0,750.0,13595.0
BMW,S 1000 R,2023,0.0,1000.0,20075.0
BMW,R 1200 GS,2014,39149.0,1200.0,12999.0
BMW,S 1000 R,2014,35320.0,1000.0,8995.0
BMW,HP4,2014,11667.0,973.6035958904109,15499.0
BMW,R 1200 GS,2014,44160.0,1200.0,10995.0
BMW,R 1200 GS,2015,9485.0,1200.0,15999.0
BMW,R NINET,2016,18720.0,973.6035958904109,10995.0
BMW,K 1600 B,2018,22174.0,1600.0,15495.0
BMW,R 1250 RT Carbon Black Metallic Style Elegance,2019,6247.0,1250.0,17948.0
BMW,K 1600 Grand America Imperial Blue Metallic,2019,16793.0,1600.0,19799.0
BMW,F 900 R,2023,0.0,900.0,12260.0
BMW,G310R 310 R,2023,8.0,310.0,5785.0
BMW,R 1250 RT Sport,2023,10.0,1250.0,28160.0
BMW,R 1250 GS Adventure Ice Gray,2023,0.0,1250.0,24250.0
BMW,F 850 GS 850 GS ADVENTURE,2023,0.0,850.0,16425.0
BMW,F 850 GS 850 GS ADVENTURE,2023,0.0,850.0,16130.0
BMW,K 1600 GTL,2023,0.0,1600.0,29480.0
BMW,R 1250 GS,2023,1.0,1250.0,21935.0
BMW,M 1000 R Blackstorm Metallic/M Motorsport,2023,0.0,1000.0,27535.0
BMW,R nineT Pure Mineral Gray Metallic,2023,10.0,973.6035958904109,11940.0
BMW,G 310 GS Rally,2023,0.0,310.0,6485.0
BMW,R1250GS 1250 GS,2023,2.0,1250.0,23025.0
BMW,R 1250 GS Adventure Triple Black,2023,0.0,1250.0,23395.0
BMW,K 1600 Grand America Exclusive,2023,0.0,1600.0,28820.0
BMW,F 750 GS Sport,2023,8.0,750.0,12360.0
BMW,R NINET PURE,2023,0.0,973.6035958904109,12535.0
BMW,R NINET PURE,2023,0.0,973.6035958904109,12535.0
BMW,R NINET PURE,2023,0.0,973.6035958904109,12785.0
BMW,G 310 R Sport,2023,0.0,310.0,5785.0
BMW,G 310 GS Rally,2023,0.0,310.0,6485.0
BMW,K 1600 B 719 Midnight s,2023,0.0,1600.0,33200.0
BMW,R 18 B,2023,2.0,18.0,23500.0
BMW,F 900 XR,2023,0.0,900.0,15475.0
BMW,R 18 Transcontinental,2023,5.0,18.0,29290.0
BMW,F 900 R,2023,5.0,900.0,12260.0
BMW,G 310 GS,2023,2.0,310.0,6485.0
BMW,K 1600 GTL,2023,2.0,1600.0,29480.0
BMW,R 1250 GS,2023,2.0,1250.0,23110.0
BMW,K 1600 GTL,2023,2.0,1600.0,30525.0
BMW,F 900 XR,2023,2.0,900.0,15720.0
BMW,CE 04,2023,5.0,4.0,14770.0
BMW,F 750 GS,2023,1.0,750.0,13205.0
BMW,G 310 GS,2023,2.0,310.0,6485.0
BMW,G 310 GS,2023,2.0,310.0,6290.0
BMW,F 900 XR,2023,2.0,900.0,15475.0
BMW,S 1000 XR,2023,2.0,1000.0,20585.0
BMW,R 18 B,2023,201.0,18.0,17495.0
BMW,R 1250 GS Adventure,2023,6.0,1250.0,26375.0
BMW,R NINET URBAN G/S,2023,5.0,973.6035958904109,15190.0
BMW,R 1250 RT,2023,2.0,1250.0,28160.0
BMW,R 1250 GS Adventure,2023,2.0,1250.0,26625.0
BMW,R 1250 GS Adventure,2023,7.0,1250.0,26255.0
BMW,R 1250 GS,2023,202.0,1250.0,22076.0
BMW,R 1250 GS Adventure,2023,1.0,1250.0,25580.0
BMW,K 1600 B,2023,2.0,1600.0,28820.0
BMW,R NineT Scrambler,2023,5.0,973.6035958904109,15365.0
BMW,R 1250 GS Adventure,2023,2.0,1250.0,26005.0
BMW,CE 04,2023,2.0,4.0,14770.0
BMW,G 310 GS,2023,2.0,310.0,6290.0
BMW,G 310 GS,2023,2.0,310.0,6485.0
BMW,R NineT Scrambler,2023,11.0,973.6035958904109,14940.0
BMW,CE 04,2023,2.0,4.0,14550.0
BMW,R 1250 GS Adventure,2023,0.0,1250.0,25330.0
BMW,F 900 R,2023,2.0,900.0,11120.0
BMW,R 1250 GS,2023,6.0,1250.0,24170.0
BMW,K 1600 GTL,2023,2.0,1600.0,31630.0
BMW,F 750 GS,2023,6.0,750.0,13205.0
BMW,R 1250 GS Adventure,2023,6.0,1250.0,26225.0
BMW,F 900 R,2023,6.0,900.0,12501.0
BMW,R 1250 R,2023,2.0,1250.0,18190.0
BMW,F 900 R Hockenheim Silver Metallic / Racing Red,2020,862.0,900.0,9490.0
BMW,R 1250 GS,2023,2.0,1250.0,24255.0
BMW,F 850 GS Adventure,2023,2.0,850.0,17510.0
BMW,K 1600 B,2023,2.0,1600.0,28455.0
BMW,R nineT,2023,23.0,973.6035958904109,21315.0
BMW,F 850 GS 850 GS ADVENTURE,2023,2.0,850.0,16425.0
BMW,G 310 GS,2023,5.0,310.0,6290.0
